"Aesch_Ag" "Aesch_Eumen" "Aesch_Pers" "Aesch_PromV" "Aesch_Supp" "Athenaeus_Book12" "Athenaeus_Book13" "DioSic_Book11" "Hdt_Book1" "Hesiod_Theog" "Hesiod_Works" "Homer_Iliad" "HomerJr_Odyssey" "Lysias_Book15" "Lysias1" "Lysias14" "Plato_Euth" "Plut_Lyc" "Polybius_Book1" "Soph_Ajax" "Soph_Elec" "Soph_Trach" "Thuc_Book1"
"auxx-pred-root" 0.0101978380583316 0.0470219435736677 0.0956937799043062 0.0708415981864551 0.0504286434694907 0.417430258603136 0.589119089040013 0.048023051064511 0.0459791254770334 0 0.0144071459443884 0.00236665851484289 0.00711914783800379 0 0.211714890613973 0.0714030703320243 0 0.336197235711617 0.0141502759303806 0.105552037154317 0 0.0226603217765692 0.0510204081632653
"auxp-adv-auxc-pred-root" 0.0203956761166633 0 0 0 0.0504286434694907 0.15271838729383 0.209552427645105 0.0800384184408516 0.128741551335694 0.0370096225018505 0.0288142918887768 0.0536442596697723 0.069411691420537 0 0 0.0714030703320243 0.0820075446941119 0.0466940605155024 0.0919767935474742 0.0105552037154317 0.104871770426161 0.0793111262179923 0.065597667638484
"adv-exd-pred-root" 0.265143789516622 0.360501567398119 0.207336523125997 0.240861433833947 0.184905026054799 0.00509061290979434 0.0118614581685909 0 0 0.0370096225018505 0.158478605388273 0.0599553490426866 0.0453845674672742 0 0 0 0.147613580449401 0.00933881210310048 0 0.36943213004011 0.371818095147297 0.203942895989123 0
"sbj-obj-pred-co-coord-root" 0.0407913522333265 0.0156739811912226 0.0797448165869219 0.028336639274582 0.0336190956463271 0.0254530645489717 0.0751225684010754 0.0320153673763406 0.12414363878799 0.0493461633358006 0.0432214378331652 0.0780997309898155 0.107677111049807 0 0.0705716302046577 0 0.131212071510579 0.0747104968248039 0.0141502759303806 0.0738864260080219 0.00953379731146916 0.0453206435531385 0.043731778425656
"auxy-adv-auxc-pred-root" 0.0407913522333265 0.0470219435736677 0 0.113346557098328 0.0504286434694907 0.0407249032783547 0.0237229163371817 0 0.0413812129293301 0.0246730816679003 0.0288142918887768 0.108866291682773 0.111236684968809 0 0.0352858151023289 0 0.0164015089388224 0.00933881210310048 0.0176878449129758 0 0.0667365811802841 0.0793111262179923 0.00728862973760933
"sbj-adv-auxc-pred-co-coord-root" 0.0815827044666531 0.0313479623824451 0.0318979266347687 0.0425049589118731 0 0.0203624516391774 0.055353471453424 0 0.0689686882155501 0.0493461633358006 0.158478605388273 0.104132974653087 0.0916590284142988 0 0 0 0.0656060357552895 0.0466940605155024 0.021225413895571 0.0211104074308634 0.0286013919344075 0.0226603217765692 0.0728862973760933
"atr-obj-obj-pred-co-coord-root" 0.0917805425249847 0.0313479623824451 0.0637958532695375 0.113346557098328 0.0168095478231636 0.0610873549175321 0.0711687490115452 0.0960461021290219 0.101154076049474 0.074019245003701 0.100850021610719 0.0773108448182012 0.0685217979407865 0.145348837209302 0 0.0357015351660121 0.0492045268164671 0.0560328726186029 0.0601386727041177 0.0633312222925903 0.0762703784917533 0.0453206435531385 0.0583090379008746
"coord-auxc-pred-root" 0.0509891902916582 0 0.0159489633173844 0.0425049589118731 0.0672381912926542 0.0967216452860925 0.0355843745057726 0.048023051064511 0.0781645133109568 0.0246730816679003 0.0864428756663305 0.0623220075575295 0.0969983892928016 0.436046511627907 0.176429075511644 0.178507675830061 0.0656060357552895 0.0560328726186029 0.0459883967737371 0.0422208148617268 0.0476689865573458 0.0679809653297077 0.10932944606414
"obj-auxp-adv-pred-root" 0.0713848664083214 0.188087774294671 0.0159489633173844 0.0991782374610371 0.0672381912926542 0.111993484015475 0.102799304127787 0.0960461021290219 0.15173111407421 0.0370096225018505 0.0288142918887768 0.0520664873265437 0.0436047805077732 0 0.105857445306987 0 0.0328030178776447 0.0840493089279044 0.148577897268997 0.0844416297234537 0.0858041758032224 0.101971447994562 0.021865889212828
"exd-coord-root" 0 0.125391849529781 0.0637958532695375 0.0991782374610371 0.0168095478231636 0.0101812258195887 0.0237229163371817 0 0.0229895627385167 0 0.0288142918887768 0.0757330724749726 0.11301647192831 0 0.211714890613973 0 0.311628669837625 0 0 0.0527760185771585 0.123939365049099 0.203942895989123 0.021865889212828
"coord-adv-pred-root" 0.0407913522333265 0.0783699059561129 0.0797448165869219 0.014168319637291 0.0672381912926542 0.137446548564447 0.0672149296220149 0.208099887946214 0.0689686882155501 0.0986923266716013 0.0144071459443884 0.0331332192078005 0.0409351000685218 0 0.0352858151023289 0.107104605498036 0.0164015089388224 0.19611505416511 0.261780104712042 0.0738864260080219 0.0858041758032224 0.0453206435531385 0.0801749271137026
"obj-ap-apos-pred-root" 0.132571894758311 0.188087774294671 0.25518341307815 0.340039671294984 0.47066733904858 0.0610873549175321 0.0988454847382572 0.0320153673763406 0.0367833003816267 0.111028867505551 0.0288142918887768 0.0181443819471288 0.0916590284142988 0 0 0 0 0.0560328726186029 0.0176878449129758 0.0422208148617268 0.0381351892458766 0.113301608882846 0.0583090379008746
"auxz-exd-pred-co-coord-root" 0 0.0626959247648903 0.0478468899521531 0.028336639274582 0.0336190956463271 0.00509061290979434 0.00395381938953029 0 0.00459791254770334 0.0370096225018505 0.0864428756663305 0.0717886416169011 0.117465939327063 0.145348837209302 0 0 0.492045268164671 0 0 0.116107240869749 0.133473162360568 0.101971447994562 0
"atr-pnom-pred-root" 0.0815827044666531 0.188087774294671 0.0797448165869219 0.113346557098328 0.0840477391158178 0.178171451842802 0.13838367863356 0.0320153673763406 0.20690606464665 0 0.0288142918887768 0.0315554468645719 0.0400452065887713 0 0.105857445306987 0 0.0820075446941119 0.0747104968248039 0.021225413895571 0.105552037154317 0.143006959672037 0.0906412871062769 0.0947521865889213
"auxx-exd-coord-root" 0 0.0940438871473354 0.0478468899521531 0.0708415981864551 0.0168095478231636 0.0203624516391774 0.0434920132848331 0 0.0275874752862201 0 0.0288142918887768 0.0197221542903574 0.137043595881573 0 0.388143966125618 0 0.426439232409382 0 0 0.0422208148617268 0.171608351606445 0.249263539542261 0.0364431486880466
"sbj-pred-co-coord-coord-root" 0.0815827044666531 0 0.207336523125997 0 0.0504286434694907 0.0356342903685604 0.0197690969476514 0.048023051064511 0.160926939169617 0.135701949173452 0.388992940498487 0.0418109670955578 0.0649622240217846 0 0.176429075511644 0 0.164015089388224 0.0466940605155024 0.0353756898259516 0.105552037154317 0.0667365811802841 0.0453206435531385 0.0947521865889213
"obj-adv-co-coord-auxc-pred-root" 0.0611870283499898 0 0.0478468899521531 0.014168319637291 0.0504286434694907 0.0610873549175321 0.0395381938953029 0 0.0367833003816267 0 0.115257167555107 0.0765219586465869 0.0880994544952969 0.436046511627907 0.176429075511644 0.214209210996073 0.0328030178776447 0.0280164363093015 0.0247629828781661 0.0316656111462951 0.00953379731146916 0.0793111262179923 0.102040816326531
"atr-sbj-ap-apos-pred-co-coord-root" 0.0815827044666531 0.0470219435736677 0.175438596491228 0.0566732785491641 0.0672381912926542 0.015271838729383 0 0 0.0275874752862201 0.407105847520355 0.0144071459443884 0.0299776745213433 0.146832424158828 0 0 0 0.0164015089388224 0 0 0 0.0953379731146916 0.0679809653297077 0.021865889212828
"exd-pred-co-coord-root" 0.0203956761166633 0.125391849529781 0.334928229665072 0.0425049589118731 0.134476382585308 0.0101812258195887 0.00790763877906057 0 0.01379373764311 0.0493461633358006 0.0864428756663305 0.0915107959072585 0.0578430761837808 0.145348837209302 0 0 0.360833196654092 0 0 0.126662444585181 0.0953379731146916 0.124631769771131 0
"obj-atr-obj-pred-co-coord-root" 0.0509891902916582 0.0313479623824451 0.0637958532695375 0.0708415981864551 0.0336190956463271 0.00509061290979434 0.027676735726712 0 0.0275874752862201 0.135701949173452 0.0864428756663305 0.0962441129369443 0.0756409457787903 0 0.0705716302046577 0.0357015351660121 0.0656060357552895 0.018677624206201 0.0247629828781661 0.0633312222925903 0.0286013919344075 0.124631769771131 0.0145772594752187
"obj-co-coord-adv-pred-co-coord-root" 0.0203956761166633 0.125391849529781 0.0956937799043062 0.0566732785491641 0.0840477391158178 0.0101812258195887 0.0158152775581211 0.0320153673763406 0.0689686882155501 0.135701949173452 0.0288142918887768 0.0938774544221014 0.0551733957445294 0 0.0705716302046577 0 0 0.0747104968248039 0.0778265176170935 0.0527760185771585 0 0.101971447994562 0.043731778425656
"obj-sbj-pred-root" 0.234550275341628 0.0783699059561129 0.0478468899521531 0.184188155284783 0.151285930408472 0.0814498065567094 0.162106594970742 0.0960461021290219 0.0735666007632535 0.0123365408339502 0.0432214378331652 0.0197221542903574 0.0142382956760076 0.436046511627907 0.141143260409315 0.249910746162085 0.147613580449401 0.140082181546507 0.0919767935474742 0.105552037154317 0.162074554294976 0.1472920915477 0.0947521865889213
"atr-co-coord-obj-pred-root" 0.0611870283499898 0.141065830721003 0.111642743221691 0.0850099178237461 0.0672381912926542 0.030543677458766 0.0790763877906057 0.0640307347526813 0.114947813692584 0.111028867505551 0.0864428756663305 0.058377576699458 0.067631904461036 0 0 0 0 0.0560328726186029 0.0424508277911419 0.116107240869749 0.0286013919344075 0.0679809653297077 0.021865889212828
"auxz-sbj-pred-co-coord-root" 0.0203956761166633 0 0.0159489633173844 0 0.0504286434694907 0.0203624516391774 0.0395381938953029 0.0320153673763406 0.0413812129293301 0.111028867505551 0.0576285837775537 0.103344088481473 0.084539880576295 0 0 0.0357015351660121 0.0984090536329342 0.018677624206201 0 0.0422208148617268 0.00953379731146916 0.0113301608882846 0.021865889212828
"atr-co-coord-sbj-pred-co-coord-root" 0.0203956761166633 0.0626959247648903 0.0637958532695375 0.0708415981864551 0 0.0254530645489717 0.00790763877906057 0 0.0321853878339234 0.123365408339502 0.187292897277049 0.074155300131744 0.0978882827725521 0 0 0 0.0328030178776447 0.0373552484124019 0.0601386727041177 0 0 0.0226603217765692 0.043731778425656
"auxp-adv-co-coord-pred-root" 0 0.0156739811912226 0 0.014168319637291 0.0336190956463271 0.147627774384036 0.162106594970742 0.0320153673763406 0.105751988597177 0 0 0.0102555202309859 0.0133484021962571 0 0.141143260409315 0.107104605498036 0.0164015089388224 0.168098617855809 0.382057450120277 0.0211104074308634 0 0 0.160349854227405
"coord-obj-pred-co-coord-root" 0.0305935141749949 0.0313479623824451 0.0956937799043062 0.014168319637291 0.0504286434694907 0.0203624516391774 0.027676735726712 0.048023051064511 0.0413812129293301 0.0986923266716013 0.0720357297219421 0.0851997065343442 0.0800904131775426 0 0 0.0357015351660121 0.0656060357552895 0.018677624206201 0.0353756898259516 0 0.00953379731146916 0.0453206435531385 0.0583090379008746
"obj-ap-exd-apos-pred-co-coord-root" 0.0203956761166633 0 0 0 0 0 0 0 0 0.234394275845053 0.0144071459443884 0.166454982210617 0.0302563783115161 0 0 0 0 0 0 0.0633312222925903 0 0.0226603217765692 0
"pnom-co-coord-pred-root" 0.0407913522333265 0.0313479623824451 0.0956937799043062 0.028336639274582 0.0336190956463271 0.203624516391774 0.14233749802309 0.0160076836881703 0.119545726240287 0 0.115257167555107 0.0283999021781147 0.0391553131090209 0.290697674418605 0.141143260409315 0.0357015351660121 0.0820075446941119 0.0747104968248039 0.0707513796519032 0.0844416297234537 0.00953379731146916 0.0226603217765692 0.10932944606414
"atvv-pred-root" 0.183561085049969 0.0626959247648903 0.127591706539075 0.226693114196656 0.100857286938981 0.0356342903685604 0.0237229163371817 0.0320153673763406 0.0275874752862201 0.111028867505551 0.0576285837775537 0.044966511782015 0.0516138218255275 0 0 0 0 0.0280164363093015 0.00707513796519032 0.179438463162339 0.266946324721136 0.203942895989123 0.0145772594752187
"adv-obj-co-coord-pred-root" 0 0.0313479623824451 0.0159489633173844 0 0 0.132355935654653 0.102799304127787 0.160076836881703 0.202308152098947 0 0 0.0283999021781147 0.033815952230518 0 0.0705716302046577 0.0357015351660121 0.0656060357552895 0.233470302577512 0.0636762416867129 0.0949968334388854 0.0286013919344075 0.0566508044414231 0.145772594752187
"obj-atr-obj-pred-root" 0.0815827044666531 0.0626959247648903 0.0478468899521531 0.198356474922074 0.0336190956463271 0.0356342903685604 0.0869840265696663 0.048023051064511 0.0781645133109568 0.0986923266716013 0.0432214378331652 0.0552220320130008 0.0596228631432817 0 0.0705716302046577 0 0.0656060357552895 0.0280164363093015 0.021225413895571 0.0949968334388854 0.0667365811802841 0.113301608882846 0.00728862973760933
"auxp-pred-co-coord-coord-root" 0.0203956761166633 0.0156739811912226 0.0797448165869219 0 0 0.0559967420077377 0.0237229163371817 0.128061469505363 0.160926939169617 0.074019245003701 0.259328626998992 0.037077650065872 0.0533936087850284 0 0.141143260409315 0.0714030703320243 0.114810562571757 0.0653716847217034 0.120277345408235 0.0211104074308634 0.0476689865573458 0.0226603217765692 0.0364431486880466
"auxz-obj-pred-co-coord-root" 0.0101978380583316 0.0470219435736677 0.0159489633173844 0.0708415981864551 0 0.030543677458766 0.0355843745057726 0.0160076836881703 0.0459791254770334 0.0370096225018505 0.115257167555107 0.082044161847887 0.0765308392585407 0 0 0 0.114810562571757 0.018677624206201 0.00707513796519032 0.0211104074308634 0.0286013919344075 0.0453206435531385 0.0583090379008746
"atr-obj-ap-apos-pred-co-coord-root" 0.0203956761166633 0.0626959247648903 0.0637958532695375 0.184188155284783 0.0168095478231636 0.00509061290979434 0 0 0.01379373764311 0.431778929188256 0.0144071459443884 0.0520664873265437 0.108567004529558 0 0 0 0 0.018677624206201 0.0141502759303806 0 0.0190675946229383 0.0453206435531385 0
"auxx-atr-obj-pred-co-coord-root" 0 0.0156739811912226 0.0159489633173844 0.0850099178237461 0.0504286434694907 0.00509061290979434 0.027676735726712 0.0320153673763406 0.01379373764311 0.111028867505551 0.129664313499496 0.0702108692736725 0.0907691349345483 0 0.0352858151023289 0 0.0492045268164671 0 0.0141502759303806 0.0738864260080219 0.0190675946229383 0.0679809653297077 0.043731778425656
"atr-obj-co-coord-adv-pred-root" 0.0407913522333265 0.141065830721003 0.143540669856459 0.0425049589118731 0.0504286434694907 0.0661779678273264 0.0869840265696663 0.272130622698895 0.0275874752862201 0.234394275845053 0 0.015777723432286 0.0347058457102685 0 0 0.107104605498036 0.0328030178776447 0.0653716847217034 0.21225413895571 0.0738864260080219 0.104871770426161 0.0226603217765692 0.0364431486880466
"atr-obj-obj-co-coord-pred-root" 0.0509891902916582 0.0783699059561129 0.0159489633173844 0.028336639274582 0 0.106902871105681 0.102799304127787 0.128061469505363 0.128741551335694 0 0.0288142918887768 0.0236665851484289 0.0302563783115161 0.290697674418605 0.211714890613973 0 0.0164015089388224 0.280164363093015 0.0849016555822839 0.105552037154317 0 0.0453206435531385 0.160349854227405
"atv-obj-pred-root" 0.0917805425249847 0.0783699059561129 0.0318979266347687 0.14168319637291 0.201714573877963 0.00509061290979434 0.0118614581685909 0.0160076836881703 0.0229895627385167 0.0123365408339502 0.0144071459443884 0.0812552756762727 0.0703015849002874 0 0 0 0.0164015089388224 0.00933881210310048 0.0106127069477855 0.0738864260080219 0.0667365811802841 0.113301608882846 0
"atv-sbj-pred-root" 0.112176218641648 0.0940438871473354 0.0637958532695375 0.0566732785491641 0.117666834762145 0.0712685807371208 0.055353471453424 0.0160076836881703 0.0321853878339234 0.0123365408339502 0.0288142918887768 0.0623220075575295 0.0444946739875237 0 0.0352858151023289 0 0 0.0373552484124019 0.0318381208433564 0.179438463162339 0.133473162360568 0.158622252435985 0.0145772594752187
"atr-sbj-exd-pred-root" 0.305935141749949 0.297805642633229 0.159489633173844 0.212524794559365 0.504286434694907 0 0 0 0 0.0863557858376511 0.100850021610719 0.037077650065872 0.0436047805077732 0 0 0 0.0820075446941119 0.00933881210310048 0 0.0844416297234537 0.200209743540852 0.124631769771131 0
"atr-sbj-adv-pred-root" 0.0509891902916582 0.0626959247648903 0.0159489633173844 0.028336639274582 0 0.0865404194665038 0.162106594970742 0.336161357451577 0.128741551335694 0.0123365408339502 0.100850021610719 0.0102555202309859 0.00800904131775427 0 0.0705716302046577 0 0 0.102726933134105 0.258242535729447 0.0738864260080219 0 0.0113301608882846 0.116618075801749
"auxx-atr-obj-pred-root" 0.0509891902916582 0.0626959247648903 0.0478468899521531 0.113346557098328 0.0504286434694907 0.0458155161881491 0.083030207180136 0.0640307347526813 0.0919582509540669 0.0986923266716013 0.0576285837775537 0.0410220809239435 0.0649622240217846 0 0 0 0.0164015089388224 0.018677624206201 0.0601386727041177 0.0738864260080219 0.0381351892458766 0.124631769771131 0.021865889212828
"adv-auxp-obj-pred-root" 0.0713848664083214 0.0783699059561129 0.0478468899521531 0.0566732785491641 0.0504286434694907 0.162899613113419 0.114660762296378 0.0800384184408516 0.101154076049474 0 0.0288142918887768 0.0252443574916575 0.0266968043925142 0.145348837209302 0.211714890613973 0.214209210996073 0.0328030178776447 0.121404557340306 0.10966463846045 0.0633312222925903 0.0667365811802841 0.0453206435531385 0.0583090379008746
"auxx-exd-pred-co-coord-root" 0.0203956761166633 0.109717868338558 0.558213716108453 0.028336639274582 0.151285930408472 0.0101812258195887 0.0118614581685909 0 0.00919582509540669 0.0370096225018505 0.100850021610719 0.0118332925742145 0.0756409457787903 0.290697674418605 0 0 0.656060357552895 0 0 0.200548870593202 0.0953379731146916 0.1472920915477 0
"atr-obj-adv-auxc-pred-co-coord-root" 0.0101978380583316 0.0626959247648903 0.0318979266347687 0.0425049589118731 0.0504286434694907 0.0458155161881491 0.0158152775581211 0 0.0413812129293301 0.0863557858376511 0.100850021610719 0.0709997554452868 0.086319667535796 0 0 0 0.0328030178776447 0 0 0.0844416297234537 0.0476689865573458 0.0113301608882846 0.021865889212828
"undefined-root" 0.265143789516622 0.344827586206897 0.526315789473684 0.368376310569566 1.32795427802992 0.101812258195887 0.055353471453424 0 0 0 0 0.000788886171614298 0 0 0 0 0.131212071510579 0 0 0 0.209743540852321 0.0113301608882846 0
"auxg-root" 0.367122170099939 0.172413793103448 0 0 0 0 0 0 0 0.0123365408339502 0.0576285837775537 0.0252443574916575 0.13081434152332 0 0 0 0 0 0 0 0 0 0.102040816326531
"obj-exd-pred-co-coord-root" 0.0101978380583316 0.109717868338558 0.143540669856459 0.0708415981864551 0.0168095478231636 0 0 0 0 0.0493461633358006 0.100850021610719 0.0765219586465869 0.084539880576295 0 0 0 0.131212071510579 0 0 0.0211104074308634 0.0762703784917533 0.0113301608882846 0
"sbj-ap-apos-pred-root" 0.193758923108301 0 0.25518341307815 0.0566732785491641 0.0672381912926542 0.0967216452860925 0.0869840265696663 0.0320153673763406 0.0459791254770334 0.123365408339502 0.0576285837775537 0.0110444064026002 0.0720813718597884 0 0 0.0714030703320243 0 0.0373552484124019 0.0459883967737371 0.0422208148617268 0.0190675946229383 0.0339904826648538 0.0874635568513119
"adv-adv-co-coord-pred-root" 0.0203956761166633 0.0626959247648903 0 0.0425049589118731 0.0504286434694907 0.0967216452860925 0.118614581685909 0.0640307347526813 0.119545726240287 0.0123365408339502 0.0432214378331652 0.00946663405937157 0.0160180826355085 0 0.0705716302046577 0.249910746162085 0 0.140082181546507 0.222866845903495 0.0211104074308634 0 0.0679809653297077 0.174927113702624
"atr-co-coord-sbj-pred-root" 0.0305935141749949 0.0313479623824451 0.0797448165869219 0.028336639274582 0.0672381912926542 0.198533903481979 0.0355843745057726 0.0320153673763406 0.0597728631201435 0.0986923266716013 0.115257167555107 0.0402331947523292 0.035595739190019 0 0.0705716302046577 0.142806140664049 0 0.112065745237206 0.0672138106693081 0.0422208148617268 0.0190675946229383 0 0.102040816326531
"atr-obj-ap-apos-pred-root" 0.132571894758311 0.156739811912226 0.175438596491228 0.354207990932275 0.386619599932762 0.030543677458766 0.114660762296378 0.0160076836881703 0.0229895627385167 0.0986923266716013 0.0432214378331652 0.0134110649174431 0.0542835022647789 0 0 0 0 0.0373552484124019 0.0247629828781661 0.0105552037154317 0 0.0906412871062769 0.0583090379008746
"obj-adv-co-coord-pred-co-coord-root" 0.0305935141749949 0.0313479623824451 0.0478468899521531 0 0 0.015271838729383 0.0316305551162423 0.176084520569874 0.0781645133109568 0 0.172885751332661 0.0331332192078005 0.0800904131775426 0 0.0352858151023289 0.0714030703320243 0 0.0466940605155024 0.0849016555822839 0.0105552037154317 0.00953379731146916 0 0.10932944606414
"sbj-coord-coord-root" 0 0.0313479623824451 0.0797448165869219 0.014168319637291 0 0.015271838729383 0.0118614581685909 0.0640307347526813 0.0413812129293301 0.0863557858376511 0.0864428756663305 0.0528553734981579 0.0916590284142988 0 0.0705716302046577 0.0357015351660121 0.0328030178776447 0.018677624206201 0.0389132588085468 0 0.00953379731146916 0.0226603217765692 0.0364431486880466
"auxz-auxy-pred-root" 0.163165408933306 0.125391849529781 0.0478468899521531 0.198356474922074 0.168095478231636 0 0.0118614581685909 0.0160076836881703 0.0229895627385167 0.0123365408339502 0.0288142918887768 0.0441776256104007 0.0418249935482723 0.145348837209302 0 0 0 0.018677624206201 0.0495259657563322 0.221659278024066 0.171608351606445 0.113301608882846 0
"pnom-obj-pred-root" 0.0203956761166633 0.0940438871473354 0 0.0566732785491641 0.0672381912926542 0.188352677662391 0.170014233749802 0.0640307347526813 0.0873603384063635 0 0 0.0165666096039003 0.0266968043925142 0.145348837209302 0.176429075511644 0.178507675830061 0.0820075446941119 0.121404557340306 0.0495259657563322 0.0316656111462951 0.0286013919344075 0.0339904826648538 0.065597667638484
"auxx-atr-sbj-pred-root" 0.0407913522333265 0.0626959247648903 0.0318979266347687 0.028336639274582 0.100857286938981 0.127265322744858 0.0909378459591966 0.048023051064511 0.105751988597177 0.0246730816679003 0.0432214378331652 0.0339221053794148 0.0409351000685218 0 0.0352858151023289 0 0 0.0280164363093015 0.0389132588085468 0.0844416297234537 0.057202783868815 0.101971447994562 0.043731778425656
"auxp-sbj-pred-root" 0.0917805425249847 0.0313479623824451 0.0318979266347687 0.0425049589118731 0.0504286434694907 0.0865404194665038 0.083030207180136 0.128061469505363 0.0735666007632535 0.0123365408339502 0 0.0165666096039003 0.0142382956760076 0 0 0.0714030703320243 0.0656060357552895 0.149420993649608 0.183953587094948 0.0738864260080219 0.0858041758032224 0.0453206435531385 0.116618075801749
"exd-exd-pred-root" 0.397715684274934 0.235109717868339 0.366826156299841 0.14168319637291 0.168095478231636 0 0 0 0 0 0.0144071459443884 0.0205110404619717 0.0204675500342609 0 0 0 0.246022634082336 0 0 0.137217648300612 0.314615311278482 0.215273056877408 0
"obj-atr-sbj-pred-co-coord-root" 0.0203956761166633 0.0783699059561129 0.0318979266347687 0.0566732785491641 0.0336190956463271 0.00509061290979434 0.0158152775581211 0.0160076836881703 0.0367833003816267 0.0246730816679003 0.100850021610719 0.0749441863033583 0.0703015849002874 0 0 0.0357015351660121 0 0 0.0106127069477855 0.0316656111462951 0.0381351892458766 0 0.021865889212828
"obj-atr-sbj-pred-root" 0.0713848664083214 0.0156739811912226 0.0159489633173844 0.0425049589118731 0.151285930408472 0.0865404194665038 0.0790763877906057 0 0.0643707756678468 0.074019245003701 0.0144071459443884 0.0418109670955578 0.033815952230518 0 0 0.0357015351660121 0.0164015089388224 0.0280164363093015 0.0601386727041177 0.0527760185771585 0.0858041758032224 0.1472920915477 0.0291545189504373
"auxy-coord-apos-pred-co-coord-root" 0 0 0.127591706539075 0.0425049589118731 0 0.0101812258195887 0 0 0.00919582509540669 1.08561559338761 0 0.0323443330361862 0.0649622240217846 0 0 0 0.0164015089388224 0.018677624206201 0.00353756898259516 0 0 0 0
"sbj-ap-exd-apos-pred-root" 0.0509891902916582 0.0783699059561129 0 0.028336639274582 0.0336190956463271 0 0 0 0 0.0246730816679003 0 0.111232950197616 0.0471643544267751 0 0 0 0 0 0 0.0316656111462951 0 0.0566508044414231 0
"atr-sbj-ap-apos-pred-root" 0.12237405669998 0 0.318979266347687 0.0991782374610371 0 0.0559967420077377 0.0790763877906057 0.0160076836881703 0.0505770380247368 0.172711571675302 0.0576285837775537 0.00946663405937157 0.0569531827040303 0 0 0 0 0.0280164363093015 0.0389132588085468 0.0211104074308634 0.0476689865573458 0.0226603217765692 0.123906705539359
"obj-adv-auxc-coord-root" 0.0101978380583316 0 0.0797448165869219 0.028336639274582 0 0.0101812258195887 0 0.0320153673763406 0.0551749505724401 0 0.0720357297219421 0.0560109181846151 0.0792005196977922 0 0.0352858151023289 0.0357015351660121 0.0328030178776447 0.018677624206201 0.021225413895571 0.0211104074308634 0.00953379731146916 0.101971447994562 0.021865889212828
"coord-adv-pred-co-coord-root" 0.0203956761166633 0.0626959247648903 0.0478468899521531 0.028336639274582 0.0336190956463271 0.015271838729383 0.00790763877906057 0.0160076836881703 0.0505770380247368 0.0986923266716013 0.0432214378331652 0.0638997799007581 0.0471643544267751 0 0.0352858151023289 0 0 0.0653716847217034 0.0566011037215226 0.0422208148617268 0 0.0566508044414231 0.0510204081632653
"auxx-atr-sbj-pred-co-coord-root" 0.0203956761166633 0.0313479623824451 0.0318979266347687 0.0425049589118731 0.0336190956463271 0 0.0118614581685909 0.0160076836881703 0.0643707756678468 0.0493461633358006 0.0720357297219421 0.058377576699458 0.0747510522990398 0 0 0 0 0 0.0106127069477855 0.0422208148617268 0.0286013919344075 0.0339904826648538 0.0364431486880466
"auxc-exd-pred-root" 0.183561085049969 0.0940438871473354 0.0956937799043062 0.198356474922074 0.134476382585308 0 0 0 0 0.0246730816679003 0.0864428756663305 0.0339221053794148 0.0151281891557581 0 0 0 0.213219616204691 0 0 0.147772852016044 0.381351892458766 0.2945841830954 0
"atr-obj-auxp-adv-pred-root" 0.0407913522333265 0.0626959247648903 0.0159489633173844 0.0850099178237461 0.0336190956463271 0.0967216452860925 0.0632611102324846 0.0960461021290219 0.12414363878799 0.0123365408339502 0.0288142918887768 0.0260332436632718 0.01868776307476 0 0.105857445306987 0 0.0492045268164671 0.0560328726186029 0.137965190321211 0.0105552037154317 0.0762703784917533 0.101971447994562 0.00728862973760933
"coord-auxc-pred-co-coord-root" 0.0101978380583316 0.0313479623824451 0.0318979266347687 0.014168319637291 0.0168095478231636 0.0101812258195887 0.0158152775581211 0.0160076836881703 0.01379373764311 0.0246730816679003 0.0576285837775537 0.0678442107588296 0.0765308392585407 0 0.0352858151023289 0.0714030703320243 0.0492045268164671 0.00933881210310048 0 0 0 0.0113301608882846 0.065597667638484
"auxz-pred-co-coord-coord-root" 0.0509891902916582 0 0.0318979266347687 0.014168319637291 0 0.00509061290979434 0.0158152775581211 0.0320153673763406 0.0321853878339234 0.0493461633358006 0.27373577294338 0.0283999021781147 0.0765308392585407 0 0.0352858151023289 0.0357015351660121 0.147613580449401 0.018677624206201 0.00353756898259516 0.0527760185771585 0.0762703784917533 0.0906412871062769 0.065597667638484
"adv-co-coord-auxc-coord-root" 0 0 0 0.028336639274582 0 0.0101812258195887 0.0237229163371817 0 0.0551749505724401 0.0246730816679003 0.0144071459443884 0.0599553490426866 0.0836499870965445 0 0 0 0 0 0.0106127069477855 0 0 0.0226603217765692 0.043731778425656
"auxy-exd-pred-co-coord-root" 0.0305935141749949 0.0470219435736677 0 0 0.0168095478231636 0 0 0 0 0.111028867505551 0.158478605388273 0.0520664873265437 0.0756409457787903 0 0 0 0.229621125143513 0 0 0.0105552037154317 0.057202783868815 0.0566508044414231 0
"atr-sbj-adv-auxc-pred-co-coord-root" 0.0713848664083214 0.0626959247648903 0.0159489633173844 0.028336639274582 0 0.00509061290979434 0.00790763877906057 0 0.0505770380247368 0.0370096225018505 0.0864428756663305 0.0623220075575295 0.0596228631432817 0 0 0 0.0164015089388224 0.018677624206201 0.0106127069477855 0.0211104074308634 0.0190675946229383 0.0226603217765692 0.0583090379008746
"atr-obj-ap-exd-apos-pred-co-coord-root" 0.0101978380583316 0 0 0 0 0 0 0 0 0.172711571675302 0.0144071459443884 0.130955104487973 0.0151281891557581 0 0 0 0 0 0 0.0211104074308634 0 0.0113301608882846 0
