"","V1","V5","V10","V3","V12","V9","V11","V7","V8","V2","V13","V4","V6"
"2068",2414,"0.994772333","0.005227667","2.01e-11","1.65e-32","5.09e-38","3.91e-51","6.57e-80","1.37e-103","2.51e-137","3.5e-179","0","0"
"2069",2415,"Sophocles","Hdt","Athenaeus","Aeschylus","Odyssey","Polybius","Iliad","Hesiod","Diodorus","Plutarch","Lysias","Thucydides"
"2070",2416,"0.998989149","0.001010784","6.65e-08","1.8e-20","9.13e-26","5.56e-35","1.31e-51","2.02e-67","6.05e-86","7.59e-91","1.62e-91","2.55e-165"
"2071",2417,"Hdt","Thucydides","Polybius","Plutarch","Athenaeus","Odyssey","Iliad","Hesiod","Diodorus","Sophocles","Aeschylus","Lysias"
"2072",2418,"0.687149989","0.312850011","2.98e-13","2.9e-17","6.69e-22","5.94e-36","5.99e-40","2.63e-65","9.11e-74","6.08e-80","1.37e-83","4.33e-162"
"2073",2419,"Hdt","Thucydides","Diodorus","Plutarch","Odyssey","Polybius","Iliad","Athenaeus","Hesiod","Sophocles","Aeschylus","Lysias"
"2074",2420,"0.586351231","0.413648769","6.08e-15","7.53e-22","1.81e-23","3.53e-36","1.54e-47","2.48e-82","1.99e-88","5.99e-118","1.06e-178","0"
"2075",2421,"Sophocles","Aeschylus","Athenaeus","Odyssey","Lysias","Polybius","Iliad","Hesiod","Hdt","Diodorus","Plutarch","Thucydides"
"2076",2422,"0.999999666","3.33e-07","5.81e-10","2.54e-25","1.42e-25","1.8e-39","3.08e-51","6.13e-59","1.22e-95","7.9e-119","2.5e-121","2.67e-224"
"2077",2423,"Diodorus","Plutarch","Hdt","Polybius","Thucydides","Iliad","Hesiod","Odyssey","Athenaeus","Sophocles","Aeschylus","Lysias"
"2078",2424,"1","1.56e-43","1.96e-53","1.78e-56","2.25e-63","7.88e-128","1.14e-149","3.09e-150","1.2e-208","1.75e-238","3.24e-284","0"
"2079",2425,"Odyssey","Sophocles","Aeschylus","Hesiod","Iliad","Hdt","Athenaeus","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"2080",2426,"1","6.61e-29","2.82e-33","2.46e-40","7.31e-62","1.54e-145","3.37e-153","0","0","0","0","0"
"2081",2427,"Aeschylus","Hesiod","Odyssey","Iliad","Sophocles","Athenaeus","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"2082",2428,"0.998111766","0.001888234","1.38e-12","1.95e-27","5.11e-43","1.44e-101","2.12e-107","0","0","0","0","0"
"2083",2429,"Hdt","Polybius","Athenaeus","Plutarch","Aeschylus","Hesiod","Iliad","Odyssey","Sophocles","Thucydides","Diodorus","Lysias"
"2084",2430,"0.999999062","9.37e-07","6.84e-10","9.08e-18","1.08e-27","1.56e-39","5.05e-45","4.42e-47","1.13e-51","5.21e-61","5.18e-87","8.19e-222"
"2085",2431,"Hdt","Odyssey","Iliad","Athenaeus","Plutarch","Thucydides","Polybius","Hesiod","Sophocles","Diodorus","Aeschylus","Lysias"
"2086",2432,"1","6.23e-32","3.42e-34","4.4e-37","6.95e-58","2.5e-70","1.44e-84","2.92e-101","2.13e-111","1.51e-118","4.47e-197","1.3e-202"
"2087",2433,"Athenaeus","Hdt","Polybius","Aeschylus","Plutarch","Sophocles","Hesiod","Diodorus","Iliad","Odyssey","Thucydides","Lysias"
"2088",2434,"0.999999897","1.03e-07","3.66e-15","2.3e-25","1.66e-32","1.27e-35","7.16e-70","2.32e-70","1.18e-70","2.85e-77","1.12e-112","1.32e-141"
"2089",2435,"Sophocles","Aeschylus","Odyssey","Athenaeus","Hesiod","Iliad","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"2090",2436,"1","2.38e-16","1.49e-61","1.22e-64","9.9e-98","2.18e-111","4.91e-234","0","0","0","0","0"
"2091",2437,"Odyssey","Iliad","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Lysias","Diodorus","Plutarch"
"2092",2438,"1","2.8e-12","5.04e-47","6.64e-48","5.46e-55","3.74e-74","1.52e-133","4.64e-187","3.34e-231","2.92e-275","0","0"
"2093",2439,"Hdt","Athenaeus","Aeschylus","Sophocles","Odyssey","Iliad","Hesiod","Thucydides","Polybius","Plutarch","Lysias","Diodorus"
"2094",2440,"0.999978832","2.12e-05","7.51e-10","2.11e-13","2.95e-16","2.38e-16","2.65e-17","3.52e-76","4.63e-77","1.07e-86","1.75e-174","1.94e-181"
"2095",2441,"Thucydides","Hdt","Odyssey","Plutarch","Iliad","Athenaeus","Polybius","Lysias","Hesiod","Sophocles","Diodorus","Aeschylus"
"2096",2442,"0.999873603","0.000126397","9.8e-20","1.12e-33","2.07e-37","6.92e-42","7.71e-57","8.64e-85","1.93e-101","7.09e-103","3.23e-149","3.02e-167"
"2097",2443,"Aeschylus","Sophocles","Athenaeus","Odyssey","Hesiod","Iliad","Hdt","Polybius","Diodorus","Lysias","Plutarch","Thucydides"
"2098",2444,"0.999210336","0.000789664","4.01e-41","3.38e-52","3.96e-79","1.29e-83","4.7e-204","2.52e-287","0","0","0","0"
"2099",2445,"Aeschylus","Sophocles","Hesiod","Athenaeus","Odyssey","Iliad","Hdt","Polybius","Lysias","Diodorus","Plutarch","Thucydides"
"2100",2446,"0.999999998","1.59e-09","4.75e-35","1.5e-38","2.19e-41","3.57e-48","3.47e-150","4.22e-210","1.68e-246","0","0","0"
"2101",2447,"Athenaeus","Hdt","Aeschylus","Sophocles","Polybius","Hesiod","Iliad","Odyssey","Plutarch","Diodorus","Thucydides","Lysias"
"2102",2448,"1","2.01e-51","3.91e-81","1.14e-83","1.36e-96","1.16e-97","5.03e-112","5.77e-120","4.01e-152","8.64e-234","1.85e-285","0"
"2103",2449,"Hdt","Athenaeus","Plutarch","Sophocles","Odyssey","Aeschylus","Iliad","Polybius","Hesiod","Diodorus","Thucydides","Lysias"
"2104",2450,"1","5.63e-13","2.31e-27","3.09e-36","7.99e-40","3.25e-52","9.81e-54","2.25e-66","5.44e-99","7.87e-111","3.38e-115","3.52e-268"
"2105",2451,"Aeschylus","Hesiod","Sophocles","Odyssey","Iliad","Athenaeus","Hdt","Lysias","Polybius","Diodorus","Plutarch","Thucydides"
"2106",2452,"0.99991581","8.42e-05","1.98e-08","2.43e-14","2.19e-16","4.29e-46","1.78e-111","9.58e-201","4.71e-282","0","0","0"
"2107",2453,"Sophocles","Hesiod","Odyssey","Iliad","Hdt","Aeschylus","Athenaeus","Thucydides","Plutarch","Polybius","Diodorus","Lysias"
"2108",2454,"0.973789333","0.026210667","7.98e-12","1.55e-17","2.14e-28","3.95e-29","5.22e-47","2.63e-137","3.48e-158","1.32e-168","0","0"
"2109",2455,"Athenaeus","Hdt","Sophocles","Plutarch","Aeschylus","Polybius","Hesiod","Iliad","Odyssey","Thucydides","Diodorus","Lysias"
"2110",2456,"1","1.99e-22","5.21e-32","4.52e-43","4.52e-44","1.69e-65","2.35e-67","1.74e-73","7.48e-90","4.89e-138","5.61e-155","0"
"2111",2457,"Aeschylus","Sophocles","Odyssey","Hesiod","Iliad","Athenaeus","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"2112",2458,"1","1.28e-13","1.06e-41","5.45e-60","8.39e-69","1.06e-81","1.35e-209","0","0","0","0","0"
"2113",2459,"Athenaeus","Hdt","Sophocles","Aeschylus","Plutarch","Iliad","Hesiod","Odyssey","Polybius","Diodorus","Lysias","Thucydides"
"2114",2460,"1","2.1e-26","3.56e-50","3.69e-73","3.95e-83","2.08e-108","4.19e-123","1.11e-156","5.04e-164","1.05e-194","0","0"
"2115",2461,"Iliad","Odyssey","Sophocles","Aeschylus","Hesiod","Athenaeus","Hdt","Lysias","Thucydides","Polybius","Diodorus","Plutarch"
"2116",2462,"0.999984062","1.59e-05","2.97e-14","6.99e-23","1.24e-28","9.31e-68","2.2e-109","7.99e-213","2.66e-283","1.69e-285","0","0"
"2117",2463,"Iliad","Odyssey","Hesiod","Sophocles","Aeschylus","Hdt","Athenaeus","Thucydides","Lysias","Polybius","Diodorus","Plutarch"
"2118",2464,"0.999999961","3.9e-08","1.46e-19","5.8e-47","3.09e-56","1.85e-74","4.69e-117","2.32e-162","3.59e-219","3.14e-245","0","0"
"2119",2465,"Hdt","Athenaeus","Polybius","Plutarch","Sophocles","Aeschylus","Hesiod","Iliad","Odyssey","Thucydides","Diodorus","Lysias"
"2120",2466,"0.999972185","2.78e-05","9.26e-19","1.77e-21","4.25e-34","2.33e-40","2.3e-40","6.38e-43","1.05e-60","3.74e-68","9.89e-94","3.85e-136"
"2121",2467,"Hesiod","Aeschylus","Odyssey","Iliad","Sophocles","Athenaeus","Thucydides","Hdt","Diodorus","Lysias","Plutarch","Polybius"
"2122",2468,"1","1.19e-17","2.7e-36","3.04e-43","5.53e-76","6.06e-99","5.21e-272","9.98e-300","0","0","0","0"
"2123",2469,"Athenaeus","Hesiod","Plutarch","Polybius","Sophocles","Aeschylus","Hdt","Iliad","Odyssey","Thucydides","Diodorus","Lysias"
"2124",2470,"1","9.92e-54","4.5e-54","5.5e-60","3.47e-73","4.42e-74","7.3e-79","1.32e-81","4.61e-103","4.49e-123","4.72e-145","3.3e-165"
"2125",2471,"Plutarch","Hdt","Polybius","Athenaeus","Thucydides","Diodorus","Sophocles","Odyssey","Iliad","Hesiod","Lysias","Aeschylus"
"2126",2472,"1","8.37e-19","5.95e-22","5.08e-37","6.42e-42","2.72e-44","2.2e-66","9.19e-69","1.28e-71","1.12e-74","1.18e-94","8.59e-110"
"2127",2473,"Diodorus","Hdt","Polybius","Plutarch","Thucydides","Athenaeus","Iliad","Hesiod","Aeschylus","Sophocles","Odyssey","Lysias"
"2128",2474,"1","7.29e-25","1.39e-25","2.01e-28","2e-45","1.35e-68","3.67e-90","1.27e-98","3.01e-119","2.09e-129","8.94e-142","1.38e-240"
"2129",2475,"Aeschylus","Sophocles","Odyssey","Iliad","Hesiod","Athenaeus","Hdt","Plutarch","Polybius","Thucydides","Lysias","Diodorus"
"2130",2476,"1","8.46e-11","8.14e-32","1.42e-40","2.13e-43","1.99e-45","1.16e-119","2.46e-148","1.29e-220","8.15e-271","1.25e-289","0"
"2131",2477,"Hdt","Athenaeus","Aeschylus","Sophocles","Hesiod","Iliad","Odyssey","Thucydides","Plutarch","Polybius","Lysias","Diodorus"
"2132",2478,"0.99964907","0.000350727","2e-07","3.37e-09","1.03e-12","2.07e-14","3.09e-15","1.1e-32","1.07e-42","1.21e-60","6.97e-152","0"
"2133",2479,"Odyssey","Sophocles","Iliad","Aeschylus","Hesiod","Hdt","Athenaeus","Lysias","Thucydides","Diodorus","Plutarch","Polybius"
"2134",2480,"1","1.49e-22","1.4e-35","1.84e-38","1.67e-63","5.84e-121","3.09e-123","1.16e-278","1.13e-290","0","0","0"
"2135",2481,"Polybius","Diodorus","Plutarch","Hdt","Thucydides","Athenaeus","Sophocles","Hesiod","Iliad","Odyssey","Aeschylus","Lysias"
"2136",2482,"0.999997954","2.05e-06","7.53e-29","3.2e-38","8.29e-61","3.4e-72","3.68e-76","6.53e-79","1.3e-92","4.67e-106","2.54e-126","1.72e-200"
"2137",2483,"Thucydides","Plutarch","Hdt","Odyssey","Polybius","Athenaeus","Hesiod","Iliad","Diodorus","Lysias","Sophocles","Aeschylus"
"2138",2484,"1","2.99e-18","3.32e-31","9.63e-44","4.39e-54","4.05e-55","1.26e-55","6.47e-57","2.2e-115","1.23e-118","2.2e-122","9.36e-165"
"2139",2485,"Hesiod","Iliad","Odyssey","Aeschylus","Sophocles","Athenaeus","Hdt","Polybius","Thucydides","Plutarch","Diodorus","Lysias"
"2140",2486,"0.542088297","0.457909253","2.45e-06","1.24e-12","6.46e-32","1.3e-63","2.38e-95","5.34e-156","3.23e-164","5.41e-225","0","0"
"2141",2487,"Diodorus","Plutarch","Thucydides","Polybius","Hdt","Hesiod","Athenaeus","Iliad","Sophocles","Odyssey","Aeschylus","Lysias"
"2142",2488,"1","2.13e-17","4.84e-23","1.05e-26","4.36e-36","1.72e-85","5.31e-94","4.36e-101","1.41e-104","7.05e-109","5.78e-120","3.38e-192"
"2143",2489,"Athenaeus","Polybius","Sophocles","Plutarch","Iliad","Odyssey","Lysias","Hdt","Aeschylus","Hesiod","Thucydides","Diodorus"
"2144",2490,"1","2.05e-10","3.59e-14","7e-23","1.43e-27","2.6e-30","8.29e-33","1.79e-34","3.88e-38","5.12e-63","9.1e-85","1.74e-105"
"2145",2491,"Plutarch","Thucydides","Polybius","Hdt","Athenaeus","Diodorus","Odyssey","Hesiod","Sophocles","Iliad","Aeschylus","Lysias"
"2146",2492,"1","4.06e-19","2.39e-23","9.4e-28","2.26e-32","2.23e-39","3.78e-51","7.34e-54","3.43e-57","6.23e-58","8.35e-80","1.6e-97"
"2147",2493,"Aeschylus","Sophocles","Odyssey","Athenaeus","Iliad","Hesiod","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"2148",2494,"1","1.54e-17","1.52e-58","6.89e-68","2.18e-90","7.59e-102","4.35e-291","0","0","0","0","0"
"2149",2495,"Iliad","Odyssey","Aeschylus","Hesiod","Sophocles","Athenaeus","Hdt","Thucydides","Plutarch","Polybius","Diodorus","Lysias"
"2150",2496,"1","1.01e-12","1.07e-25","5.83e-38","1.35e-39","4.35e-55","5.11e-76","1.15e-106","2.84e-124","1.39e-171","0","0"
"2151",2497,"Thucydides","Plutarch","Hdt","Polybius","Odyssey","Athenaeus","Iliad","Hesiod","Diodorus","Sophocles","Aeschylus","Lysias"
"2152",2498,"0.777617011","0.208702585","0.013680404","3.04e-27","4.83e-31","1.78e-35","5.04e-38","1.02e-50","1.81e-84","2.08e-100","1.64e-133","6.52e-135"
"2153",2499,"Aeschylus","Sophocles","Athenaeus","Odyssey","Iliad","Hesiod","Hdt","Plutarch","Polybius","Lysias","Diodorus","Thucydides"
"2154",2500,"0.999980196","1.98e-05","1.17e-29","3.84e-46","3.89e-60","3.86e-70","5.65e-192","9.21e-206","3.41e-207","1.04e-263","0","0"
"2155",2501,"Aeschylus","Hesiod","Iliad","Odyssey","Sophocles","Athenaeus","Hdt","Thucydides","Plutarch","Polybius","Diodorus","Lysias"
"2156",2502,"1","2.33e-16","1.91e-18","1.09e-23","4.22e-38","5.94e-51","1.28e-57","3.42e-144","2e-170","4.76e-213","0","0"
"2157",2503,"Hdt","Iliad","Thucydides","Odyssey","Athenaeus","Hesiod","Plutarch","Polybius","Aeschylus","Sophocles","Diodorus","Lysias"
"2158",2504,"1","8.23e-22","5.69e-25","6.21e-36","3.99e-36","6.45e-40","1.97e-55","9.43e-59","5.53e-77","4.18e-88","8.65e-107","4.02e-201"
"2159",2505,"Hdt","Polybius","Thucydides","Diodorus","Aeschylus","Sophocles","Hesiod","Iliad","Athenaeus","Plutarch","Odyssey","Lysias"
"2160",2506,"1","1.22e-36","5.72e-50","2.65e-76","4.19e-132","2.48e-142","4.95e-151","3.76e-199","3.51e-201","2.01e-218","1.12e-240","0"
"2161",2507,"Iliad","Odyssey","Hesiod","Aeschylus","Hdt","Sophocles","Athenaeus","Thucydides","Polybius","Plutarch","Diodorus","Lysias"
"2162",2508,"0.999958013","4.2e-05","1.07e-39","2.47e-56","2.32e-68","5.72e-71","1.83e-121","1.15e-151","5.86e-184","3.33e-271","3.6e-307","0"
"2163",2509,"Hdt","Plutarch","Hesiod","Athenaeus","Iliad","Thucydides","Sophocles","Polybius","Odyssey","Aeschylus","Diodorus","Lysias"
"2164",2510,"1","1.49e-25","5.47e-47","9.79e-50","3.28e-52","1.03e-59","1.01e-72","1.21e-75","1.52e-84","5.23e-89","1.21e-122","2.04e-159"
"2165",2511,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Plutarch","Diodorus","Lysias"
"2166",2512,"0.999999251","7.49e-07","6.03e-25","1.7e-27","1.06e-40","6.26e-74","5.87e-85","2.47e-178","2.03e-205","1.46e-258","0","0"
"2167",2513,"Sophocles","Athenaeus","Odyssey","Aeschylus","Hdt","Iliad","Lysias","Plutarch","Hesiod","Thucydides","Polybius","Diodorus"
"2168",2514,"0.664309503","0.335690497","3.75e-11","7.09e-12","2.62e-15","1.33e-20","1.34e-21","1.24e-32","3.51e-33","1.14e-39","1.59e-41","1.31e-163"
"2169",2515,"Diodorus","Thucydides","Hdt","Polybius","Plutarch","Iliad","Hesiod","Athenaeus","Odyssey","Aeschylus","Sophocles","Lysias"
"2170",2516,"0.999997961","1.4e-06","5.95e-07","4.82e-08","6.33e-31","1.04e-44","6.78e-56","1.4e-64","1.55e-72","2.44e-87","2.14e-87","2.42e-241"
"2171",2517,"Thucydides","Hdt","Odyssey","Plutarch","Diodorus","Polybius","Hesiod","Iliad","Aeschylus","Athenaeus","Lysias","Sophocles"
"2172",2518,"1","4.2e-37","6.63e-53","1.24e-56","1.47e-60","3.67e-70","5.34e-72","2.01e-85","6.15e-138","6.37e-149","5.6e-229","0"
"2173",2519,"Iliad","Aeschylus","Odyssey","Hesiod","Sophocles","Athenaeus","Hdt","Thucydides","Polybius","Plutarch","Diodorus","Lysias"
"2174",2520,"0.999999688","3.11e-07","1.94e-09","1.36e-12","9.98e-46","5.94e-61","5.42e-131","1.58e-190","1.07e-238","1.31e-260","0","0"
"2175",2521,"Sophocles","Aeschylus","Athenaeus","Odyssey","Hesiod","Iliad","Lysias","Hdt","Polybius","Diodorus","Plutarch","Thucydides"
"2176",2522,"1","9.09e-14","1.58e-65","1.66e-67","2.95e-126","3.31e-136","9.62e-240","1.06e-252","6.29e-294","0","0","0"
"2177",2523,"Polybius","Diodorus","Athenaeus","Hesiod","Plutarch","Hdt","Sophocles","Thucydides","Aeschylus","Iliad","Odyssey","Lysias"
"2178",2524,"1","8.29e-39","3.22e-46","2.67e-55","1.21e-61","1.41e-66","2.49e-78","3.19e-83","5.68e-93","5.4e-93","1.22e-135","7.74e-272"
"2179",2525,"Diodorus","Polybius","Thucydides","Hdt","Plutarch","Iliad","Hesiod","Athenaeus","Odyssey","Sophocles","Aeschylus","Lysias"
"2180",2526,"1","7.13e-29","2.77e-31","4.24e-40","7.11e-66","1.22e-79","6.91e-81","7.6e-113","2.67e-117","2.82e-123","2.82e-198","0"
"2181",2527,"Sophocles","Athenaeus","Hdt","Odyssey","Aeschylus","Iliad","Hesiod","Thucydides","Lysias","Polybius","Plutarch","Diodorus"
"2182",2528,"0.879681642","0.120312769","5.59e-06","1.97e-10","2.35e-13","5.47e-22","2.43e-29","2.41e-29","3.74e-32","3.08e-48","9.49e-74","1.64e-100"
"2183",2529,"Athenaeus","Hdt","Aeschylus","Hesiod","Sophocles","Polybius","Iliad","Odyssey","Thucydides","Diodorus","Plutarch","Lysias"
"2184",2530,"1","1.04e-23","1.56e-42","5.45e-56","1.37e-60","5.44e-71","4.43e-71","1.41e-71","3.97e-121","1.42e-138","7.73e-159","3.87e-236"
"2185",2531,"Plutarch","Athenaeus","Polybius","Hdt","Sophocles","Thucydides","Aeschylus","Diodorus","Iliad","Odyssey","Hesiod","Lysias"
"2186",2532,"0.957531589","0.042252058","0.000216352","1.5e-15","3.3e-24","7.85e-34","3.06e-42","5.99e-43","7.84e-54","6.01e-57","1.04e-71","1.18e-113"
"2187",2533,"Hesiod","Sophocles","Odyssey","Iliad","Hdt","Aeschylus","Athenaeus","Thucydides","Polybius","Lysias","Plutarch","Diodorus"
"2188",2534,"0.999987381","1.26e-05","2.48e-25","1.97e-26","1.3e-34","1.64e-41","3.72e-51","9.31e-108","8.34e-138","2.4e-152","1.7e-152","9.49e-237"
"2189",2535,"Thucydides","Plutarch","Hdt","Diodorus","Polybius","Athenaeus","Odyssey","Hesiod","Sophocles","Iliad","Aeschylus","Lysias"
"2190",2536,"0.617488437","0.382511562","1e-09","1.49e-17","6.03e-18","2.59e-24","3.99e-31","5.78e-33","3.61e-39","9.79e-40","3.64e-76","9.56e-117"
"2191",2537,"Odyssey","Iliad","Sophocles","Hesiod","Aeschylus","Hdt","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"2192",2538,"1","1.14e-27","1.94e-51","4.34e-57","6.03e-71","3.07e-97","5.69e-120","6.95e-269","2.13e-307","0","0","0"
"2193",2539,"Polybius","Plutarch","Diodorus","Athenaeus","Hdt","Thucydides","Hesiod","Sophocles","Aeschylus","Iliad","Odyssey","Lysias"
"2194",2540,"0.999999934","6.56e-08","4.65e-15","6.12e-17","1.61e-19","7.86e-44","8.98e-58","1.17e-60","4.05e-72","5.77e-93","9.15e-136","3.08e-154"
"2195",2541,"Sophocles","Aeschylus","Athenaeus","Odyssey","Polybius","Lysias","Hesiod","Iliad","Diodorus","Hdt","Thucydides","Plutarch"
"2196",2542,"0.999997652","2.34e-06","3.82e-09","1.36e-25","6.57e-29","1.55e-42","9.66e-48","2.32e-52","3.87e-67","2.97e-91","1.21e-250","0"
"2197",2543,"Hdt","Thucydides","Hesiod","Iliad","Athenaeus","Odyssey","Aeschylus","Polybius","Diodorus","Sophocles","Plutarch","Lysias"
"2198",2544,"1","1.68e-16","7.48e-21","1.3e-21","2.02e-31","1.85e-38","5.57e-43","3.51e-56","2.27e-68","4.32e-83","1.61e-94","6.61e-263"
"2199",2545,"Hdt","Thucydides","Odyssey","Iliad","Hesiod","Polybius","Aeschylus","Diodorus","Plutarch","Sophocles","Athenaeus","Lysias"
"2200",2546,"1","2.4e-12","2.36e-22","5.25e-24","7.71e-31","4.43e-57","1.32e-58","8.06e-63","1.4e-66","6.54e-75","1.62e-90","0"
"2201",2547,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"2202",2548,"0.999999984","1.56e-08","5.43e-31","2.14e-42","2.72e-55","1.18e-107","1.38e-126","1.18e-253","1.37e-269","0","0","0"
"2203",2549,"Diodorus","Polybius","Hdt","Plutarch","Thucydides","Hesiod","Athenaeus","Iliad","Sophocles","Odyssey","Aeschylus","Lysias"
"2204",2550,"1","3.5e-11","2.07e-40","4.87e-67","1.3e-74","6.06e-81","3.28e-105","2.81e-135","6.95e-157","1.41e-208","3.63e-219","0"
"2205",2551,"Iliad","Odyssey","Hesiod","Sophocles","Aeschylus","Athenaeus","Hdt","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"2206",2552,"0.999999987","1.05e-08","2.67e-09","6.91e-30","1.98e-52","3.87e-92","5.62e-99","5.18e-221","1.21e-242","0","0","0"
"2207",2553,"Iliad","Odyssey","Hesiod","Sophocles","Hdt","Aeschylus","Athenaeus","Thucydides","Polybius","Plutarch","Diodorus","Lysias"
"2208",2554,"0.999999967","3.28e-08","1.24e-15","1.93e-46","2.27e-61","1.68e-63","3.64e-107","6.99e-146","8.9e-232","2e-288","0","0"
"2209",2555,"Odyssey","Iliad","Sophocles","Hesiod","Aeschylus","Hdt","Athenaeus","Polybius","Thucydides","Lysias","Diodorus","Plutarch"
"2210",2556,"0.999999999","1.17e-09","6.52e-11","9.89e-12","1.01e-17","4.49e-24","2.36e-36","5.73e-117","6.18e-146","3.67e-176","6.01e-253","1.15e-270"
"2211",2557,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"2212",2558,"0.999995081","4.92e-06","1.7e-28","2.63e-31","4.43e-34","5.16e-71","5.13e-102","2.36e-156","2.05e-203","0","0","0"
"2213",2559,"Sophocles","Athenaeus","Hdt","Aeschylus","Odyssey","Polybius","Diodorus","Iliad","Hesiod","Lysias","Thucydides","Plutarch"
"2214",2560,"0.999999951","4.43e-08","4.92e-09","7.11e-12","3.23e-28","4.34e-31","1.72e-41","4.47e-53","1.35e-54","5.43e-76","7.94e-127","5.2e-279"
"2215",2561,"Athenaeus","Hdt","Sophocles","Polybius","Aeschylus","Plutarch","Hesiod","Iliad","Diodorus","Thucydides","Odyssey","Lysias"
"2216",2562,"1","6.25e-23","2.23e-31","1.73e-45","2.03e-50","2.16e-58","1.27e-67","6.5e-78","1.44e-80","1.02e-84","7.13e-98","1.15e-158"
"2217",2563,"Hesiod","Aeschylus","Odyssey","Iliad","Sophocles","Athenaeus","Thucydides","Diodorus","Hdt","Lysias","Plutarch","Polybius"
"2218",2564,"1","1.23e-24","2.39e-48","1.36e-54","4.39e-81","3.45e-107","2.84e-278","0","0","0","0","0"
"2219",2565,"Aeschylus","Sophocles","Athenaeus","Odyssey","Hesiod","Iliad","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"2220",2566,"0.999999929","7.11e-08","2.91e-71","2.46e-77","2.12e-122","7.84e-124","9.3e-248","0","0","0","0","0"
"2221",2567,"Athenaeus","Polybius","Plutarch","Hdt","Sophocles","Thucydides","Aeschylus","Hesiod","Odyssey","Iliad","Diodorus","Lysias"
"2222",2568,"1","3.3e-10","1.76e-11","2.47e-15","9.42e-20","1.5e-25","5.36e-28","4.43e-35","1.47e-40","2.96e-44","4.98e-48","4.5e-304"
"2223",2569,"Odyssey","Iliad","Hesiod","Hdt","Aeschylus","Athenaeus","Thucydides","Sophocles","Polybius","Plutarch","Diodorus","Lysias"
"2224",2570,"0.999999885","1.15e-07","1.74e-21","4.69e-42","9.78e-46","1.89e-104","7.37e-106","1.91e-173","9.39e-201","1.26e-256","0","0"
"2225",2571,"Hesiod","Odyssey","Aeschylus","Iliad","Sophocles","Athenaeus","Hdt","Lysias","Diodorus","Plutarch","Polybius","Thucydides"
"2226",2572,"1","6.41e-23","7.91e-29","4.55e-38","2.72e-146","9.52e-202","1.47e-287","1.34e-288","0","0","0","0"
"2227",2573,"Odyssey","Sophocles","Iliad","Aeschylus","Hesiod","Hdt","Athenaeus","Thucydides","Lysias","Polybius","Diodorus","Plutarch"
"2228",2574,"1","3.45e-26","9.34e-41","2.55e-56","1.21e-56","2.43e-68","1.94e-80","7.62e-198","3.86e-209","1.26e-213","0","0"
"2229",2575,"Sophocles","Aeschylus","Athenaeus","Odyssey","Hesiod","Iliad","Lysias","Hdt","Diodorus","Plutarch","Polybius","Thucydides"
"2230",2576,"1","1.91e-21","6.62e-74","6.41e-103","2.22e-110","5.62e-159","2.52e-231","3.07e-281","0","0","0","0"
"2231",2577,"Polybius","Diodorus","Hdt","Plutarch","Athenaeus","Thucydides","Hesiod","Iliad","Odyssey","Sophocles","Aeschylus","Lysias"
"2232",2578,"0.999300886","0.000699114","5.84e-35","1.46e-39","1e-67","1.33e-89","1.18e-96","1.21e-107","1.57e-127","6.66e-134","5.87e-164","1.16e-225"
"2233",2579,"Iliad","Odyssey","Hdt","Athenaeus","Polybius","Hesiod","Sophocles","Thucydides","Plutarch","Aeschylus","Diodorus","Lysias"
"2234",2580,"0.960315243","0.039684757","2.42e-72","1.18e-111","4.65e-173","1.14e-179","1.44e-187","2.48e-205","1.55e-219","6.37e-269","0","0"
"2235",2581,"Diodorus","Plutarch","Hdt","Polybius","Thucydides","Iliad","Hesiod","Odyssey","Athenaeus","Sophocles","Aeschylus","Lysias"
"2236",2582,"1","6.9e-38","2.37e-51","5.23e-54","2.86e-62","8.05e-124","1.85e-144","4.22e-160","1.27e-224","9.89e-226","6.94e-266","0"
"2237",2583,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Polybius","Diodorus","Lysias","Plutarch","Thucydides"
"2238",2584,"0.99471171","0.00528829","1.75e-35","3.07e-57","1.2e-60","2.7e-118","2.29e-202","2.52e-262","0","0","0","0"
"2239",2585,"Athenaeus","Hdt","Plutarch","Polybius","Sophocles","Hesiod","Aeschylus","Iliad","Odyssey","Thucydides","Lysias","Diodorus"
